Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Surname_tfidf_0,Surname_tfidf_1,Surname_tfidf_2,Surname_tfidf_3,Surname_tfidf_4,France,Germany,Spain,Female,Male,Mem__no__Products,Cred_Bal_Sal,Bal_sal,Tenure_Age,Age_Tenure_product
2568,722.0,40.0,8.0,0.0,2.0,1,0,152843.53,0,"22.119.028.587.270.000,00","12.699.142.614.410.400,00","-36.150.892.527.675.900,00","-1.733.864.729.480.400,00","-4.221.985.814.830.370,00",1,0,0,0,1,0.0,0.0,0.0,0.2,320.0
817,712.0,25.0,5.0,121789.63,2.0,1,1,79458.73,0,"-1.228,29","-310,43","-10.088,45","-19.451,45","-792,43",1,0,0,1,0,2.0,"10.913.113.834.062.000,00","15.327.407.070.311.800,00",0.2,125.0
441,672.0,28.0,5.0,90612.34,1.0,1,1,149139.13,0,"4.642.149.964.651.770,00","8.392.933.419.600.220,00","-4.454.398.802.156.520,00","8.448.597.821.131.990,00","-19.691.985.973.327.500,00",1,0,0,1,0,1.0,"4.082.864.938.262.680,00","6.075.691.872.414.700,00","17.857.142.857.142.800,00",140.0
1903,804.0,39.0,0.0,117468.64,1.0,0,0,121206.83,0,"-672.237,76","-13.045.748,36","10.025.745,15","-23.774.918,96","940.759,57",1,0,0,0,1,0.0,"7.792.035.033.009.270,00","9.691.585.861.951.830,00",0.0,0.0
1228,682.0,46.0,10.0,0.0,2.0,0,0,109184.24,0,"-392.302.312.755,70","-2.702.738.330.012.430,00","-88.675.144.639,13","2.501.445.451.971.860,00","29.699.949.704.962.900,00",1,0,0,1,0,0.0,0.0,0.0,"21.739.130.434.782.600,00",460.0
65,730.0,27.0,5.0,0.0,2.0,1,0,133537.53,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,"18.518.518.518.518.500,00",135.0
2097,506.0,32.0,8.0,0.0,2.0,1,0,53534.8,0,"128.635.466.425,04","25.378.197.032,44","57.801.076.471,56","5.506.498.319,08","4.247.027.739.023.260,00",1,0,0,1,0,0.0,0.0,0.0,0.25,256.0
2173,749.0,38.0,6.0,0.0,2.0,1,0,166468.28,0,"-508.042.761.577,48","-14.661.504.533,91","3.506.607.650.712.120,00","97.308.161.561,82","7.052.578.282.836.610,00",1,0,0,0,1,0.0,0.0,0.0,"15.789.473.684.210.500,00",228.0
1550,569.0,43.0,3.0,0.0,1.0,0,0,119996.68,1,"-17.473.545.928,23","-470.035.650,43","124.701.203.403,51","-35.632.228.346,10","8.317.556.000,92",1,0,0,0,1,0.0,0.0,0.0,"6.976.744.186.046.510,00",129.0
2653,553.0,21.0,3.0,137553.29,2.0,1,0,52327.57,0,"-18.971.648.330.113.100,00","12.070.263.511.534.400,00","18.335.403.906.103.200,00","6.666.282.489.581.940,00","-4.806.668.023.290.610,00",0,1,0,1,0,0.0,"14.536.690.576.306.100,00","2.628.696.306.746.130,00","14.285.714.285.714.200,00",63.0
466,681.0,58.0,9.0,130147.98,2.0,0,0,118749.58,1,"-140,38","-68,01","-756,74","2.942,23","-4.413,11",0,1,0,0,1,0.0,"7.463.670.556.140.070,00","1.095.986.865.806.170,00","15.517.241.379.310.300,00",522.0
2287,558.0,47.0,0.0,0.0,1.0,1,1,118740.69,1,"-37.709.313.470,02","554.502.072.831,01","-84.482.265.429,79","22.476.117.685.322.700,00","-6.392.875.196.312.660,00",1,0,0,0,1,1.0,0.0,0.0,0.0,0.0
2057,507.0,36.0,8.0,139979.07,2.0,1,0,65567.91,0,"1.660.104.965,73","8.356.383.628,30","14.768.451.503,24","47.396.820.112,70","-6.565.862.776,82",0,1,0,1,0,0.0,"10.823.799.094.709.500,00","2.134.871.616.313.520,00","2.222.222.222.222.220,00",288.0
2100,594.0,35.0,2.0,185732.59,1.0,1,1,155843.48,0,"-70.428.165.993,95","4.961.761.051.427.220,00","2.966.364.820.007.930,00","-10.599.712.716.915.300,00","7.310.713.588.746.850,00",1,0,0,0,1,1.0,"7.079.228.368.103.680,00","11.917.892.875.595.400,00","5.714.285.714.285.710,00",70.0
2008,796.0,23.0,3.0,146584.19,2.0,0,0,125445.8,1,"-12,88","1.652,13","2.898,69","624,06","30.975,20",0,0,1,1,0,0.0,"9.301.309.030.673.000,00","11.685.061.596.322.800,00","13.043.478.260.869.500,00",69.0
768,615.0,40.0,10.0,0.0,1.0,1,0,125870.78,1,"-18.339.439,36","36.552.324,00","551.345.104,22","-148.857.836,15","3.522.507.985,11",1,0,0,1,0,0.0,0.0,0.0,0.25,400.0
1177,619.0,28.0,2.0,0.0,1.0,1,0,193880.6,0,"14.235.654,51","5.545.281,24","-7.367.860,18","1.192.693.678,22","361.366.547,03",1,0,0,0,1,0.0,0.0,0.0,"7.142.857.142.857.140,00",56.0
2089,471.0,28.0,1.0,0.0,1.0,1,0,95890.96,0,"17.489.429.154.610.700,00","10.703.758.221.371.100,00","-38.816.038.033.103.800,00","5.973.640.018.037.230,00","8.703.513.165.834.530,00",0,0,1,0,1,0.0,0.0,0.0,"3.571.428.571.428.570,00",28.0
1973,434.0,29.0,1.0,137555.44,2.0,1,1,152880.5,0,"20.845.427.034,50","14.579.258.989.537.000,00","-9.754.604.915.377.240,00","36.540.341.067,85","-12.753.442.176.620.100,00",0,1,0,0,1,2.0,"3.904.949.353.253.030,00","8.997.579.154.960.900,00","34.482.758.620.689.600,00",29.0
2655,706.0,30.0,5.0,0.0,2.0,1,1,80425.65,0,"-23.882.816.940.825.800,00","20.453.348.806.758.500,00","26.712.710.874.340.100,00","9.073.146.426.820.740,00","-61.929.869.178.883.900,00",0,0,1,0,1,2.0,0.0,0.0,"16.666.666.666.666.600,00",150.0
2097,758.0,46.0,2.0,0.0,1.0,1,0,173486.39,1,"128.635.466.425,04","25.378.197.032,44","57.801.076.471,56","5.506.498.319,08","4.247.027.739.023.260,00",1,0,0,1,0,0.0,0.0,0.0,"43.478.260.869.565.200,00",92.0
1413,611.0,48.0,2.0,0.0,1.0,0,1,161435.02,1,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1.0,0.0,0.0,"41.666.666.666.666.600,00",96.0
2030,762.0,29.0,8.0,0.0,2.0,1,0,43075.7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,"27.586.206.896.551.700,00",232.0
1608,635.0,36.0,2.0,0.0,2.0,1,1,93835.64,0,"3.384.019.353,87","2.143.127.542.175.350,00","21.897.691.714.536.100,00","-12.014.570.936.458.500,00","3.477.302.627.182.980,00",1,0,0,0,1,2.0,0.0,0.0,"5.555.555.555.555.550,00",72.0
2655,706.0,42.0,8.0,0.0,2.0,1,0,167778.61,0,"-23.882.816.940.825.800,00","20.453.348.806.758.500,00","26.712.710.874.340.100,00","9.073.146.426.820.740,00","-61.929.869.178.883.900,00",1,0,0,1,0,0.0,0.0,0.0,"19.047.619.047.619.000,00",336.0
392,630.0,38.0,8.0,0.0,2.0,1,0,76614.41,0,"-664.080.272,53","-71.338.824.868,36","-55.933.741.107,18","-526.952.604.730,75","74.025.297.341,97",0,0,1,1,0,0.0,0.0,0.0,"21.052.631.578.947.300,00",304.0
1949,709.0,37.0,1.0,0.0,2.0,1,1,170819.17,0,"8.471.147.120,84","21.837.362.299,51","7.798.851.777,19","69.162.909.430,92","-485.573.430.100,68",1,0,0,1,0,2.0,0.0,0.0,"2.702.702.702.702.700,00",37.0
797,661.0,34.0,0.0,0.0,2.0,1,1,121299.65,0,"-30.170.470,34","18.406.624,41","-1.307.932.405,71","2.193.822.953,34","-683.353.179,78",1,0,0,0,1,2.0,0.0,0.0,0.0,0.0
1233,633.0,52.0,3.0,103421.8,1.0,0,0,82298.81,1,"10.753.963.022.777.700,00","18.598.652.550.894.100,00","24.098.194.164.259.500,00","-39.397.299.370.955.500,00","4.913.187.177.658.530,00",0,1,0,1,0,0.0,"7.954.671.446.646.670,00","12.566.621.558.683.500,00","57.692.307.692.307.600,00",156.0
2869,682.0,34.0,5.0,102025.32,1.0,0,0,96542.0,0,"-743.714,83","26.651.785,27","-48.498.133,89","42.269.614,75","-37.518.951,12",0,0,1,0,1,0.0,"7.207.357.237.264.610,00","10.567.972.488.657.700,00","14.705.882.352.941.100,00",170.0
2570,683.0,32.0,2.0,0.0,1.0,0,0,125518.32,0,"7.404.551.884.214.980,00","-1.557.829.865.650.530,00","6.473.074.857.287.980,00","-17.903.768.801.332.700,00","9.854.938.557.155.760,00",1,0,0,0,1,0.0,0.0,0.0,"625,00",64.0
1303,644.0,43.0,9.0,89800.14,1.0,0,0,162699.8,0,"-1.783,94","-67,98","-2.052,01","-27.156,98","885,21",0,0,1,0,1,0.0,"35.544.782.575.024.600,00","5.519.376.176.246.060,00","20.930.232.558.139.500,00",387.0
527,579.0,59.0,7.0,0.0,2.0,1,1,87067.73,0,"6.071.709.007,52","-20.304.864.728.779.100,00","-2.009.966.799.087.220,00","13.339.415.358.407.100,00","-992.226.357.784.468,00",1,0,0,1,0,2.0,0.0,0.0,"11.864.406.779.661.000,00",413.0
2436,731.0,33.0,6.0,0.0,2.0,1,0,109041.53,0,"-3.095.615.848.582.260,00","20.076.940.125.195.500,00","10.732.717.494.565.800,00","-2.162.793.856.410.280,00","11.919.481.848.666.800,00",1,0,0,1,0,0.0,0.0,0.0,"18.181.818.181.818.100,00",198.0
2695,611.0,37.0,6.0,0.0,2.0,1,0,149991.32,0,"-3.576.053.551,09","15.583.502.144,21","-3.895.598.023,09","132.462.152.071,38","148.591.423.064,15",1,0,0,0,1,0.0,0.0,0.0,"16.216.216.216.216.200,00",222.0
1081,592.0,47.0,5.0,140700.61,1.0,0,1,133501.45,1,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1.0,"6.239.240.182.035.470,00","10.539.257.064.249.100,00","10.638.297.872.340.400,00",235.0
2461,571.0,32.0,2.0,131354.25,1.0,1,0,125256.53,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0.0,"5.987.973.381.507.530,00","1.048.681.853.153.680,00","625,00",64.0
1305,748.0,28.0,7.0,133658.24,1.0,1,1,77951.84,0,"-11.227,43","-337.772,57","-1.132.452,68","194.928,09","-65.657,09",0,1,0,1,0,1.0,"1.282.540.136.576.630,00","17.146.258.510.382.800,00",0.25,196.0
1981,613.0,37.0,3.0,0.0,2.0,0,1,142996.89,0,"346.518,36","-843.446,84","-5.674.928,13","239.905.785,07","-23.865.318,75",1,0,0,0,1,2.0,0.0,0.0,"8.108.108.108.108.100,00",111.0
984,773.0,43.0,10.0,80673.96,1.0,1,0,72678.75,1,"-7.737.152.502.300.290,00","11.218.196.741.012.700,00","15.684.298.783.022.500,00","-14.089.756.249.536.900,00","21.604.026.209.024.400,00",1,0,0,0,1,0.0,"8.580.358.231.257.410,00","11.100.075.331.510.200,00","23.255.813.953.488.300,00",430.0
1816,731.0,23.0,8.0,0.0,2.0,0,0,167723.25,0,"-27,11","490,06","-15.943,47","30.947,38","30.859,54",1,0,0,0,1,0.0,0.0,0.0,"34.782.608.695.652.100,00",184.0
377,727.0,26.0,8.0,0.0,2.0,1,1,193008.52,0,"-368.640,10","-1.779.187,42","-1.338.480,38","251.395,37","-170.564,71",1,0,0,0,1,2.0,0.0,0.0,"3.076.923.076.923.070,00",208.0
518,649.0,43.0,8.0,91711.66,1.0,1,1,146411.25,1,"-247.578,75","-835,64","-379.061,59","-85.105,96","-30.968,73",0,0,1,1,0,1.0,"4.065.320.618.463.400,00","6.263.976.299.635.440,00","18.604.651.162.790.600,00",344.0
2699,684.0,26.0,8.0,0.0,2.0,1,0,164074.89,0,"2.377.741,58","14.757.663,03","-3.563.515,80","87.081.227,22","18.426.239,08",1,0,0,1,0,0.0,0.0,0.0,"3.076.923.076.923.070,00",208.0
553,681.0,34.0,5.0,127864.4,1.0,1,1,93829.73,0,"56.029.234,44","-29.675.236,38","580.584.170,37","-15.376.327.750,58","-6.036.277.513,52",1,0,0,0,1,1.0,"9.280.177.657.976.840,00","1.362.727.996.766.050,00","14.705.882.352.941.100,00",170.0
1993,835.0,37.0,4.0,0.0,1.0,0,0,158043.11,1,"47.784.778,02","-213.154.793,87","-731.046.459,97","1.902.768.551,36","11.262.612.098,51",1,0,0,1,0,0.0,0.0,0.0,"10.810.810.810.810.800,00",148.0
2864,639.0,27.0,2.0,0.0,2.0,1,1,81753.92,0,"31.801.845.753.462.300,00","-8.073.113.398.791.390,00","-2.768.624.084.725.790,00","-72.426.243.806.898.600,00","-1.096.923.761.092.610,00",1,0,0,0,1,2.0,0.0,0.0,"7.407.407.407.407.400,00",54.0
2308,587.0,32.0,8.0,125445.04,2.0,1,1,130514.78,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,2.0,"5.641.984.645.723.640,00","9.611.558.169.886.960,00",0.25,256.0
1087,765.0,36.0,8.0,92310.54,1.0,1,1,72924.56,1,"454,38","-48.588,42","-8.527,05","249.241,59","-18.481,81",0,1,0,1,0,1.0,"9.683.646.099.475.950,00","12.658.360.914.347.600,00","2.222.222.222.222.220,00",288.0
1230,632.0,42.0,7.0,131345.26,1.0,0,1,100101.06,1,"45.183.794.312,78","9.995.817.396.341.620,00","24.806.224.864.199.200,00","-6.802.743.586.023.620,00","10.340.030.024.062.800,00",0,1,0,1,0,1.0,"8.292.639.890.127.030,00","13.121.265.648.935.100,00","16.666.666.666.666.600,00",294.0
2653,667.0,39.0,3.0,0.0,2.0,1,0,143622.31,0,"-18.971.648.330.113.100,00","12.070.263.511.534.400,00","18.335.403.906.103.200,00","6.666.282.489.581.940,00","-4.806.668.023.290.610,00",0,0,1,0,1,0.0,0.0,0.0,"7.692.307.692.307.690,00",117.0
2473,648.0,33.0,0.0,170228.59,1.0,1,1,15658.99,0,"3.166.076.292.020.040,00","-9.357.789.804.090.270,00","-69.844.714.934.231.100,00","-30.793.546.091.655.100,00","-2.184.996.753.989.450,00",1,0,0,0,1,1.0,"7.044.395.987.225.220,00","1.087.098.146.176.730,00",0.0,0.0
436,479.0,58.0,2.0,131644.0,1.0,1,1,152733.89,1,"5.449.123.305.810.480,00","16.657.454.475.856.500,00","-601.702.975.586.823,00","-1.002.423.928.197.790,00","-4.477.551.688.263.680,00",0,1,0,1,0,1.0,"412.858.442.877.347,00","8.619.174.172.804.730,00","34.482.758.620.689.600,00",116.0
1608,727.0,28.0,5.0,0.0,2.0,0,0,131763.67,0,"3.384.019.353,87","2.143.127.542.175.350,00","21.897.691.714.536.100,00","-12.014.570.936.458.500,00","3.477.302.627.182.980,00",1,0,0,0,1,0.0,0.0,0.0,"17.857.142.857.142.800,00",140.0
2022,678.0,25.0,3.0,0.0,2.0,0,1,125794.83,0,"309.887.950,68","-2.358.888.548,79","-301.288.978,87","442.046.288,78","-331.613.416,77",0,0,1,1,0,2.0,0.0,0.0,0.12,75.0
985,684.0,42.0,1.0,121240.54,2.0,1,0,142514.28,0,"-390.708.862,45","4.553.554.528,25","-4.696.430.122,08","-70.188.820.003,66","14.267.567.868.892.800,00",0,1,0,0,1,0.0,"5.818.962.798.675.330,00","8.507.255.553.618.900,00","23.809.523.809.523.800,00",42.0
436,850.0,36.0,8.0,0.0,2.0,1,1,71865.31,0,"5.449.123.305.810.480,00","16.657.454.475.856.500,00","-601.702.975.586.823,00","-1.002.423.928.197.790,00","-4.477.551.688.263.680,00",0,0,1,1,0,2.0,0.0,0.0,"2.222.222.222.222.220,00",288.0
1298,674.0,28.0,7.0,0.0,1.0,1,0,151925.25,0,"79,24","764,29","-55,76","16.070,99","15.222,97",1,0,0,0,1,0.0,0.0,0.0,0.25,196.0
985,613.0,49.0,2.0,0.0,1.0,1,0,131752.04,1,"-390.708.862,45","4.553.554.528,25","-4.696.430.122,08","-70.188.820.003,66","14.267.567.868.892.800,00",1,0,0,0,1,0.0,0.0,0.0,"4.081.632.653.061.220,00",98.0
1234,594.0,51.0,2.0,0.0,2.0,1,1,75860.01,1,"-33.650.551.796.803.700,00","41.633.597.841.812.800,00","10.514.330.838.462.300,00","-17.397.073.028.674.600,00","35.116.932.904.321.100,00",1,0,0,0,1,2.0,0.0,0.0,"392.156.862.745.098,00",102.0
2864,712.0,43.0,4.0,0.0,2.0,0,0,117038.96,0,"31.801.845.753.462.300,00","-8.073.113.398.791.390,00","-2.768.624.084.725.790,00","-72.426.243.806.898.600,00","-1.096.923.761.092.610,00",1,0,0,1,0,0.0,0.0,0.0,"9.302.325.581.395.340,00",172.0
2089,715.0,46.0,2.0,0.0,1.0,1,0,116471.26,1,"17.489.429.154.610.700,00","10.703.758.221.371.100,00","-38.816.038.033.103.800,00","5.973.640.018.037.230,00","8.703.513.165.834.530,00",0,0,1,1,0,0.0,0.0,0.0,"43.478.260.869.565.200,00",92.0
1470,655.0,24.0,3.0,110581.29,2.0,0,0,128528.61,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0.0,"5.635.379.154.104.280,00","8.603.632.296.342.420,00","125,00",72.0
2601,706.0,38.0,7.0,0.0,2.0,0,0,933.38,0,"5.638.855.576.911.510,00","-5.289.343.456.776.000,00","-5.825.031.779.137.050,00","19.363.679.964.143.900,00","-24.142.431.214.272.000,00",1,0,0,1,0,0.0,0.0,0.0,"18.421.052.631.578.900,00",266.0
1983,723.0,41.0,6.0,0.0,2.0,1,1,64375.4,0,"142.971.610,55","6.647.541,75","-22.481.882.856,50","54.864.528.376,14","-13.464.058.387,18",1,0,0,1,0,2.0,0.0,0.0,"14.634.146.341.463.400,00",246.0
1973,590.0,38.0,9.0,125847.75,1.0,1,0,73679.61,0,"20.845.427.034,50","14.579.258.989.537.000,00","-9.754.604.915.377.240,00","36.540.341.067,85","-12.753.442.176.620.100,00",1,0,0,0,1,0.0,"10.077.438.317.059.400,00","17.080.403.927.219.400,00","23.684.210.526.315.700,00",342.0
2570,539.0,30.0,1.0,0.0,2.0,1,0,152577.28,0,"7.404.551.884.214.980,00","-1.557.829.865.650.530,00","6.473.074.857.287.980,00","-17.903.768.801.332.700,00","9.854.938.557.155.760,00",1,0,0,1,0,0.0,0.0,0.0,"3.333.333.333.333.330,00",30.0
2645,615.0,38.0,3.0,141581.08,1.0,1,0,177524.19,0,"-3.006.701.624.726.820,00","22.555.684.089.232.500,00","1.466.998.744.155.970,00","-4.586.297.338.619.810,00","579.798.053.870.921,00",1,0,0,1,0,0.0,"4.904.816.870.309.330,00","7.975.311.984.242.820,00","7.894.736.842.105.260,00",114.0
1499,788.0,31.0,10.0,0.0,2.0,1,0,116111.51,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,"3.225.806.451.612.900,00",310.0
2107,359.0,44.0,6.0,128747.69,1.0,0,1,146955.71,0,"44,59","1.623,62","36.805,80","-17.344,23","-8.553,08",1,0,0,1,0,1.0,"31.451.939.301.984.200,00","8.760.985.877.990.040,00","13.636.363.636.363.600,00",264.0
2088,753.0,43.0,1.0,0.0,2.0,1,0,82867.55,0,"31.801.845.753.462.300,00","-8.073.113.398.791.390,00","-2.768.624.084.725.790,00","-72.426.243.806.898.600,00","-1.096.923.761.092.610,00",1,0,0,1,0,0.0,0.0,0.0,"23.255.813.953.488.300,00",43.0
2100,667.0,32.0,9.0,120108.76,1.0,1,0,131803.09,0,"-70.428.165.993,95","4.961.761.051.427.220,00","2.966.364.820.007.930,00","-10.599.712.716.915.300,00","7.310.713.588.746.850,00",1,0,0,0,1,0.0,"6.078.199.146.924.400,00","9.112.742.349.211.990,00","28.125,00",288.0
942,660.0,33.0,0.0,83036.05,1.0,0,0,154990.58,1,"-1.451.989,93","58.802.733,35","-10.663.276,01","229.320.226,38","278.516.149,86",1,0,0,1,0,0.0,"35.359.434.747.582.700,00","535.749.011.327.011,00",0.0,0.0
1230,517.0,44.0,3.0,80958.36,1.0,1,0,98178.57,0,"45.183.794.312,78","9.995.817.396.341.620,00","24.806.224.864.199.200,00","-6.802.743.586.023.620,00","10.340.030.024.062.800,00",1,0,0,0,1,0.0,"42.631.983.863.688.300,00","8.246.031.695.104.130,00","6.818.181.818.181.810,00",132.0
1552,740.0,33.0,4.0,0.0,2.0,1,1,85016.64,0,"-7.659.205.592,08","-380.088.520.363.374,00","-12.898.405.698.550.800,00","1.190.316.749.406.610,00","37.083.687.051.608.200,00",0,0,1,1,0,2.0,0.0,0.0,"12.121.212.121.212.100,00",132.0
1944,684.0,32.0,8.0,0.0,1.0,1,0,187955.74,0,"2.291.223.550,18","-472.839.251,42","37.812.627.252,77","20.604.858.517,89","-522.136.182,56",1,0,0,0,1,0.0,0.0,0.0,0.25,256.0
2587,663.0,36.0,7.0,0.0,1.0,0,0,113096.55,0,"-45.699.908.381,59","-350.425.730.342.667,00","-9.196.356.494.000.950,00","5.093.270.730.667.250,00","12.086.414.588.133.500,00",1,0,0,1,0,0.0,0.0,0.0,"19.444.444.444.444.400,00",252.0
2100,694.0,37.0,8.0,0.0,2.0,0,0,128918.42,0,"-70.428.165.993,95","4.961.761.051.427.220,00","2.966.364.820.007.930,00","-10.599.712.716.915.300,00","7.310.713.588.746.850,00",0,0,1,1,0,0.0,0.0,0.0,"21.621.621.621.621.600,00",296.0
2062,696.0,37.0,2.0,0.0,2.0,1,1,114035.72,0,"-21.331.980.588,44","63.504.549.188,72","-1.405.130.862,41","-162.822.788.669,61","-194.580.857.958,06",1,0,0,0,1,2.0,0.0,0.0,"5.405.405.405.405.400,00",74.0
1957,721.0,34.0,1.0,0.0,2.0,1,1,183492.9,0,"-1.479,32","-1.271,82","-752,58","-2.816,06","-3.809,25",0,0,1,1,0,2.0,0.0,0.0,"29.411.764.705.882.300,00",34.0
2587,578.0,38.0,9.0,0.0,2.0,1,0,61290.99,0,"-45.699.908.381,59","-350.425.730.342.667,00","-9.196.356.494.000.950,00","5.093.270.730.667.250,00","12.086.414.588.133.500,00",1,0,0,0,1,0.0,0.0,0.0,"23.684.210.526.315.700,00",342.0
2762,632.0,43.0,2.0,100013.51,2.0,1,0,24275.32,0,"-11.909.206,61","519.902,64","283.108.716,13","-386.456.255,04","2.936.778.714,39",1,0,0,0,1,0.0,"2.603.818.953.570.950,00","4.119.966.698.688.210,00","46.511.627.906.976.700,00",86.0
1396,674.0,51.0,0.0,0.0,4.0,0,1,145562.4,1,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,4.0,0.0,0.0,0.0,0.0
1351,610.0,30.0,2.0,0.0,2.0,1,1,176780.38,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,2.0,0.0,0.0,"6.666.666.666.666.660,00",60.0
2893,663.0,33.0,2.0,0.0,2.0,1,0,138547.22,0,"-106.432.133.286,51","-7.303.719.367,92","-6.863.056.884,36","-1.411.466.142.607.620,00","-14.290.734.866.233.400,00",0,0,1,1,0,0.0,0.0,0.0,"6.060.606.060.606.060,00",66.0
1642,718.0,42.0,8.0,0.0,1.0,1,0,126561.07,1,"22.899.287.993.415.800,00","-35.239.375.060.459.000,00","-1.047.081.420.579.200,00","15.209.271.710.300.700,00","10.424.041.916.254.300,00",1,0,0,0,1,0.0,0.0,0.0,"19.047.619.047.619.000,00",336.0
469,678.0,29.0,0.0,160579.17,2.0,0,1,18761.25,0,"-300.733.270,76","-210.571.671,19","-192.396.967,58","-997.264.710,75","-329.112.941,06",0,1,0,1,0,2.0,"5.803.060.950.629.620,00","8.559.086.947.831.300,00",0.0,0.0
2653,765.0,32.0,1.0,118897.1,1.0,0,1,62972.13,0,"-18.971.648.330.113.100,00","12.070.263.511.534.400,00","18.335.403.906.103.200,00","6.666.282.489.581.940,00","-4.806.668.023.290.610,00",0,1,0,1,0,1.0,"144.438.947.038.952,00","1.888.090.810.966.690,00","3.125,00",32.0
775,627.0,33.0,1.0,93580.32,1.0,1,1,143881.96,0,"-18.051.831,81","-272.385.804,17","-19.107.195,86","-3.879.855,43","-7.467.695,79",1,0,0,0,1,1.0,"407.798.591.567.699,00","6.503.964.777.794.240,00","30.303.030.303.030.300,00",33.0
2570,727.0,32.0,2.0,0.0,1.0,1,0,184514.01,0,"7.404.551.884.214.980,00","-1.557.829.865.650.530,00","6.473.074.857.287.980,00","-17.903.768.801.332.700,00","9.854.938.557.155.760,00",1,0,0,0,1,0.0,0.0,0.0,"625,00",64.0
515,705.0,26.0,3.0,0.0,1.0,1,1,5199.02,0,"-1.094.179.786,80","1.656.168.831,19","2.100.254.716,22","16.009.379.922,65","152.753.343.435,21",1,0,0,0,1,1.0,0.0,0.0,"11.538.461.538.461.500,00",78.0
1424,707.0,58.0,9.0,89685.92,2.0,0,1,126471.13,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2.0,"50.136.300.229.151.100,00","7.091.414.459.568.750,00","15.517.241.379.310.300,00",522.0
2655,542.0,33.0,8.0,125584.17,1.0,1,0,170634.49,0,"-23.882.816.940.825.800,00","20.453.348.806.758.500,00","26.712.710.874.340.100,00","9.073.146.426.820.740,00","-61.929.869.178.883.900,00",0,1,0,0,1,0.0,"39.890.305.963.348.900,00","735.983.504.858.836,00","24.242.424.242.424.200,00",264.0
1260,703.0,56.0,8.0,0.0,1.0,1,0,163558.36,1,"-15.039.901.487,65","-57.627.795.414,90","-63.996.829.847,40","-1.216.449.803.789.060,00","-18.973.741.122.636.600,00",1,0,0,1,0,0.0,0.0,0.0,"14.285.714.285.714.200,00",448.0
2056,558.0,40.0,7.0,0.0,2.0,0,0,52327.57,0,"4.838.665,34","-1.756.539.611,02","-349.213.052,93","9.126.632,74","2.256.417.355,44",1,0,0,0,1,0.0,0.0,0.0,"175,00",280.0
1586,636.0,71.0,7.0,0.0,2.0,1,1,73585.18,1,"-672.584,96","-135.213.287,40","-89.774.265,22","-5.136.135,03","76.909.380,80",0,0,1,1,0,2.0,0.0,0.0,"9.859.154.929.577.460,00",497.0
964,635.0,37.0,9.0,0.0,1.0,1,0,26389.62,0,"-882,68","-16.823,43","-549,39","21.843,97","-105.945,34",0,0,1,1,0,0.0,0.0,0.0,"24.324.324.324.324.300,00",333.0
768,624.0,29.0,4.0,107839.9,2.0,1,1,75578.67,0,"-18.339.439,36","36.552.324,00","551.345.104,22","-148.857.836,15","3.522.507.985,11",0,1,0,0,1,2.0,"8.903.583.193.512.130,00","14.268.562.810.115.600,00","13.793.103.448.275.800,00",116.0
2020,583.0,35.0,9.0,129847.75,2.0,1,1,197325.4,0,"-4.219.326,55","-26.771.503,81","-9.412.722,45","-455.103.980,70","1.972.053.876,01",0,1,0,0,1,2.0,"38.363.656.300.709.300,00","6.580.387.015.559.070,00","2.571.428.571.428.570,00",315.0
2337,703.0,50.0,3.0,98862.54,1.0,0,0,151516.7,1,"-20.850,08","-552.845,98","-2.099.740,23","-2.223.231,99","-590.303,06",0,1,0,1,0,0.0,"4.586.977.252.012.480,00","6.524.860.955.921.020,00",0.06,150.0
165,590.0,37.0,6.0,0.0,2.0,1,1,72462.25,0,"32.773.960,60","135.956.201.186,88","124.862.989.792,27","-119.249.709.468,16","-27.162.696.939,08",1,0,0,0,1,2.0,0.0,0.0,"16.216.216.216.216.200,00",222.0
567,718.0,37.0,8.0,0.0,2.0,1,0,70810.8,0,"-14.010.026.435,54","240.786.132.169,47","-148.134.008.874,58","69.077.948.529,11","217.534.326.224,86",1,0,0,0,1,0.0,0.0,0.0,"21.621.621.621.621.600,00",296.0
2642,601.0,27.0,0.0,0.0,2.0,0,1,102515.58,0,"885,45","-7.606,48","-149.408,43","48.494,77","-1.203.288,76",1,0,0,1,0,2.0,0.0,0.0,0.0,0.0
1550,625.0,43.0,9.0,0.0,2.0,0,0,56937.43,0,"-17.473.545.928,23","-470.035.650,43","124.701.203.403,51","-35.632.228.346,10","8.317.556.000,92",1,0,0,0,1,0.0,0.0,0.0,"20.930.232.558.139.500,00",387.0
